name;z3-runtime;z3-result;cvc4-runtime;cvc4-result;noodler-runtime;noodler-result
../formulae/kaluza-hard/eq382.txt.smt2;2.53; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq383.txt.smt2;TO;TO;0.04; sat;TO;TO
../formulae/kaluza-hard/eq384.txt.smt2;1.19; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq385.txt.smt2;TO;TO;0.09; sat;TO;TO
../formulae/kaluza-hard/eq386.txt.smt2;TO;TO;0.07; sat;TO;TO
../formulae/kaluza-hard/eq387.txt.smt2;2.06; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq388.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq389.txt.smt2;0.64; sat;0.04; sat;0.71; sat
../formulae/kaluza-hard/eq39.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq390.txt.smt2;0.01; sat;0.02; sat;0.67; sat
../formulae/kaluza-hard/eq391.txt.smt2;8.03; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq392.txt.smt2;0.16; sat;0.03; sat;3.43; sat
../formulae/kaluza-hard/eq393.txt.smt2;0.01; sat;0.02; sat;0.65; sat
../formulae/kaluza-hard/eq394.txt.smt2;0.02; sat;0.02; sat;0.7; sat
../formulae/kaluza-hard/eq395.txt.smt2;1.1; sat;0.04; sat;190.02; sat
../formulae/kaluza-hard/eq396.txt.smt2;0.47; sat;0.04; sat;5.14; sat
../formulae/kaluza-hard/eq397.txt.smt2;0.43; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq398.txt.smt2;TO;TO;0.07; sat;TO;TO
../formulae/kaluza-hard/eq399.txt.smt2;TO;TO;0.09; sat;TO;TO
../formulae/kaluza-hard/eq4.txt.smt2;0.02; sat;0.04; sat;44.8; sat
../formulae/kaluza-hard/eq40.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq400.txt.smt2;0.63; sat;0.05; sat;45.1; sat
../formulae/kaluza-hard/eq401.txt.smt2;TO;TO;0.07; sat;TO;TO
../formulae/kaluza-hard/eq402.txt.smt2;TO;TO;0.08; sat;TO;TO
../formulae/kaluza-hard/eq403.txt.smt2;0.02; sat;0.02; sat;0.68; sat
../formulae/kaluza-hard/eq404.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq405.txt.smt2;0.15; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq406.txt.smt2;0.03; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq407.txt.smt2;0.02; sat;0.03; sat;0.67; sat
../formulae/kaluza-hard/eq408.txt.smt2;1.22; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq409.txt.smt2;0.14; sat;0.03; sat;55.55; sat
../formulae/kaluza-hard/eq41.txt.smt2;TO;TO;0.07; sat;TO;TO
../formulae/kaluza-hard/eq410.txt.smt2;0.15; sat;0.03; sat;3.51; sat
../formulae/kaluza-hard/eq411.txt.smt2;TO;TO;0.04; sat;14.65; sat
../formulae/kaluza-hard/eq412.txt.smt2;0.03; sat;0.05; sat;58.84; sat
../formulae/kaluza-hard/eq413.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq414.txt.smt2;0.92; sat;0.06; sat;59.35; sat
../formulae/kaluza-hard/eq415.txt.smt2;0.2; sat;0.03; sat;0.7; sat
../formulae/kaluza-hard/eq416.txt.smt2;1.47; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq417.txt.smt2;1.26; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq418.txt.smt2;0.78; sat;0.04; sat;44.51; sat
../formulae/kaluza-hard/eq419.txt.smt2;0.01; sat;0.02; sat;0.68; sat
../formulae/kaluza-hard/eq42.txt.smt2;0.01; sat;0.01; sat;0.65; sat
../formulae/kaluza-hard/eq420.txt.smt2;0.02; sat;0.03; sat;0.66; sat
../formulae/kaluza-hard/eq421.txt.smt2;0.96; sat;0.04; sat;44.55; sat
../formulae/kaluza-hard/eq422.txt.smt2;1.13; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq423.txt.smt2;0.06; sat;0.03; sat;3.45; sat
../formulae/kaluza-hard/eq424.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq425.txt.smt2;0.01; sat;0.03; sat;0.67; sat
../formulae/kaluza-hard/eq426.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq427.txt.smt2;0.03; sat;0.05; sat;44.71; sat
../formulae/kaluza-hard/eq428.txt.smt2;0.05; sat;0.03; sat;5.32; sat
../formulae/kaluza-hard/eq429.txt.smt2;0.8; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq43.txt.smt2;0.04; sat;0.04; sat;5.38; sat
../formulae/kaluza-hard/eq430.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq431.txt.smt2;5.92; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq432.txt.smt2;0.02; sat;0.04; sat;5.38; sat
../formulae/kaluza-hard/eq433.txt.smt2;0.77; sat;0.04; sat;44.61; sat
../formulae/kaluza-hard/eq434.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq435.txt.smt2;0.5; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq436.txt.smt2;0.03; sat;0.05; sat;44.27; sat
../formulae/kaluza-hard/eq437.txt.smt2;0.31; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq438.txt.smt2;0.39; sat;0.08; sat;TO;TO
../formulae/kaluza-hard/eq439.txt.smt2;0.27; sat;0.05; sat;59.18; sat
../formulae/kaluza-hard/eq44.txt.smt2;0.05; sat;0.04; sat;0.7; sat
../formulae/kaluza-hard/eq440.txt.smt2;0.15; sat;0.03; sat;5.2; sat
../formulae/kaluza-hard/eq441.txt.smt2;TO;TO;0.04; sat;56.04; sat
../formulae/kaluza-hard/eq442.txt.smt2;0.8; sat;0.09; sat;TO;TO
../formulae/kaluza-hard/eq443.txt.smt2;0.76; sat;0.03; sat;3.44; sat
../formulae/kaluza-hard/eq444.txt.smt2;0.07; sat;0.04; sat;5.14; sat
../formulae/kaluza-hard/eq445.txt.smt2;0.06; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq446.txt.smt2;0.38; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq447.txt.smt2;5.97; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq448.txt.smt2;0.01; sat;0.02; sat;0.69; sat
../formulae/kaluza-hard/eq449.txt.smt2;0.04; sat;0.04; sat;44.8; sat
../formulae/kaluza-hard/eq45.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq450.txt.smt2;1.22; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq451.txt.smt2;0.05; sat;0.03; sat;3.49; sat
../formulae/kaluza-hard/eq452.txt.smt2;0.04; sat;0.09; sat;TO;TO
../formulae/kaluza-hard/eq453.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq454.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq455.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq456.txt.smt2;0.03; sat;0.02; sat;3.52; sat
../formulae/kaluza-hard/eq457.txt.smt2;0.8; sat;0.03; sat;3.46; sat
../formulae/kaluza-hard/eq458.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq459.txt.smt2;0.11; sat;0.04; sat;44.45; sat
../formulae/kaluza-hard/eq46.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq460.txt.smt2;0.01; sat;0.03; sat;0.7; sat
../formulae/kaluza-hard/eq461.txt.smt2;1.21; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq462.txt.smt2;5.25; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq463.txt.smt2;0.01; sat;0.03; sat;0.68; sat
../formulae/kaluza-hard/eq464.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq465.txt.smt2;0.11; sat;0.04; sat;44.75; sat
../formulae/kaluza-hard/eq466.txt.smt2;0.01; sat;0.03; sat;0.68; sat
../formulae/kaluza-hard/eq467.txt.smt2;0.05; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq468.txt.smt2;1.85; sat;0.02; sat;TO;TO
../formulae/kaluza-hard/eq469.txt.smt2;0.02; sat;0.04; sat;44.43; sat
../formulae/kaluza-hard/eq47.txt.smt2;4.92; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq470.txt.smt2;0.01; sat;0.03; sat;0.7; sat
../formulae/kaluza-hard/eq471.txt.smt2;1.56; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq472.txt.smt2;0.03; sat;0.05; sat;44.53; sat
../formulae/kaluza-hard/eq473.txt.smt2;0.31; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq474.txt.smt2;TO;TO;0.09; sat;TO;TO
../formulae/kaluza-hard/eq475.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq476.txt.smt2;0.77; sat;0.03; sat;3.45; sat
../formulae/kaluza-hard/eq477.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq478.txt.smt2;0.04; sat;0.02; sat;3.56; sat
../formulae/kaluza-hard/eq479.txt.smt2;0.17; sat;0.04; sat;59.97; sat
../formulae/kaluza-hard/eq48.txt.smt2;0.06; sat;0.04; sat;130.56; sat
../formulae/kaluza-hard/eq480.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq481.txt.smt2;0.1; sat;0.05; sat;44.45; sat
../formulae/kaluza-hard/eq482.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq483.txt.smt2;TO;TO;0.08; sat;TO;TO
../formulae/kaluza-hard/eq484.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq485.txt.smt2;TO;TO;0.03; sat;55.37; sat
../formulae/kaluza-hard/eq486.txt.smt2;0.04; sat;0.03; sat;3.46; sat
../formulae/kaluza-hard/eq487.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq488.txt.smt2;0.95; sat;0.04; sat;44.47; sat
../formulae/kaluza-hard/eq489.txt.smt2;0.03; sat;0.04; sat;44.82; sat
../formulae/kaluza-hard/eq49.txt.smt2;TO;TO;0.08; sat;TO;TO
../formulae/kaluza-hard/eq490.txt.smt2;TO;TO;0.07; sat;TO;TO
../formulae/kaluza-hard/eq491.txt.smt2;1.63; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq492.txt.smt2;1.74; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq493.txt.smt2;0.06; sat;0.03; sat;129.26; sat
../formulae/kaluza-hard/eq494.txt.smt2;0.18; sat;0.03; sat;44.54; sat
../formulae/kaluza-hard/eq495.txt.smt2;0.01; sat;0.02; sat;0.68; sat
../formulae/kaluza-hard/eq496.txt.smt2;0.35; sat;0.04; sat;14.67; sat
../formulae/kaluza-hard/eq497.txt.smt2;1.21; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq498.txt.smt2;TO;TO;0.07; sat;TO;TO
../formulae/kaluza-hard/eq499.txt.smt2;0.09; sat;0.04; sat;58.9; sat
../formulae/kaluza-hard/eq5.txt.smt2;0.43; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq50.txt.smt2;0.08; sat;0.05; sat;44.62; sat
../formulae/kaluza-hard/eq500.txt.smt2;TO;TO;0.04; sat;TO;TO
../formulae/kaluza-hard/eq501.txt.smt2;120.99; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq502.txt.smt2;TO;TO;0.04; sat;TO;TO
../formulae/kaluza-hard/eq503.txt.smt2;0.01; sat;0.02; sat;0.69; sat
../formulae/kaluza-hard/eq504.txt.smt2;0.03; sat;0.04; sat;44.59; sat
../formulae/kaluza-hard/eq505.txt.smt2;TO;TO;0.07; sat;TO;TO
../formulae/kaluza-hard/eq506.txt.smt2;0.06; sat;0.03; sat;128.77; sat
../formulae/kaluza-hard/eq507.txt.smt2;1.38; sat;0.03; sat;5.14; sat
../formulae/kaluza-hard/eq508.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq509.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq51.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq510.txt.smt2;0.05; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq511.txt.smt2;2.07; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq512.txt.smt2;0.38; sat;0.04; sat;176.26; sat
../formulae/kaluza-hard/eq513.txt.smt2;0.65; sat;0.09; sat;TO;TO
../formulae/kaluza-hard/eq514.txt.smt2;0.03; sat;0.09; sat;TO;TO
../formulae/kaluza-hard/eq515.txt.smt2;0.07; sat;0.02; sat;5.31; sat
../formulae/kaluza-hard/eq516.txt.smt2;8.37; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq517.txt.smt2;0.4; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq518.txt.smt2;0.03; sat;0.02; sat;5.37; sat
../formulae/kaluza-hard/eq519.txt.smt2;1.26; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq52.txt.smt2;0.67; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq520.txt.smt2;2.38; sat;0.04; sat;0.67; sat
../formulae/kaluza-hard/eq521.txt.smt2;TO;TO;0.14; sat;TO;TO
../formulae/kaluza-hard/eq522.txt.smt2;0.01; sat;0.04; sat;44.71; sat
../formulae/kaluza-hard/eq523.txt.smt2;3.63; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq524.txt.smt2;0.03; sat;0.01; sat;0.69; sat
../formulae/kaluza-hard/eq525.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq526.txt.smt2;TO;TO;0.05; sat;14.58; sat
../formulae/kaluza-hard/eq527.txt.smt2;0.64; sat;0.03; sat;5.12; sat
../formulae/kaluza-hard/eq528.txt.smt2;0.01; sat;0.02; sat;0.62; sat
../formulae/kaluza-hard/eq529.txt.smt2;TO;TO;0.09; sat;TO;TO
../formulae/kaluza-hard/eq53.txt.smt2;0.1; sat;0.04; sat;44.67; sat
../formulae/kaluza-hard/eq530.txt.smt2;0.02; sat;0.04; sat;5.3; sat
../formulae/kaluza-hard/eq531.txt.smt2;0.01; sat;0.02; sat;0.68; sat
../formulae/kaluza-hard/eq532.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq533.txt.smt2;0.01; sat;0.02; sat;0.66; sat
../formulae/kaluza-hard/eq534.txt.smt2;0.28; sat;0.04; sat;58.8; sat
../formulae/kaluza-hard/eq535.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq536.txt.smt2;0.01; sat;0.03; sat;0.66; sat
../formulae/kaluza-hard/eq537.txt.smt2;0.9; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq538.txt.smt2;0.01; sat;0.03; sat;0.67; sat
../formulae/kaluza-hard/eq539.txt.smt2;0.01; sat;0.03; sat;0.69; sat
../formulae/kaluza-hard/eq54.txt.smt2;0.01; unsat;0.02; unsat;TO;TO
../formulae/kaluza-hard/eq540.txt.smt2;TO;TO;0.09; sat;TO;TO
../formulae/kaluza-hard/eq541.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq542.txt.smt2;0.03; sat;0.04; sat;55.17; sat
../formulae/kaluza-hard/eq543.txt.smt2;0.68; sat;0.05; sat;44.86; sat
../formulae/kaluza-hard/eq544.txt.smt2;0.14; sat;0.03; sat;0.69; sat
../formulae/kaluza-hard/eq545.txt.smt2;0.03; sat;0.03; sat;5.19; sat
../formulae/kaluza-hard/eq546.txt.smt2;3.36; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq547.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq548.txt.smt2;2.07; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq549.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq55.txt.smt2;146.04; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq550.txt.smt2;TO;TO;0.08; sat;TO;TO
../formulae/kaluza-hard/eq551.txt.smt2;TO;TO;0.04; sat;14.67; sat
../formulae/kaluza-hard/eq552.txt.smt2;TO;TO;0.18; sat;TO;TO
../formulae/kaluza-hard/eq553.txt.smt2;0.02; sat;0.02; sat;0.71; sat
../formulae/kaluza-hard/eq554.txt.smt2;0.01; sat;0.02; sat;0.66; sat
../formulae/kaluza-hard/eq555.txt.smt2;0.97; sat;0.08; sat;TO;TO
../formulae/kaluza-hard/eq556.txt.smt2;0.43; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq557.txt.smt2;0.02; sat;0.02; sat;0.7; sat
../formulae/kaluza-hard/eq558.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq559.txt.smt2;0.02; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq56.txt.smt2;0.01; sat;0.02; sat;0.71; sat
../formulae/kaluza-hard/eq560.txt.smt2;TO;TO;0.04; sat;128.5; sat
../formulae/kaluza-hard/eq561.txt.smt2;0.02; sat;0.04; sat;45.28; sat
../formulae/kaluza-hard/eq562.txt.smt2;TO;TO;0.04; sat;TO;TO
../formulae/kaluza-hard/eq563.txt.smt2;0.49; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq564.txt.smt2;118.82; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq565.txt.smt2;0.01; sat;0.02; sat;0.69; sat
../formulae/kaluza-hard/eq566.txt.smt2;0.54; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq567.txt.smt2;TO;TO;0.05; sat;14.71; sat
../formulae/kaluza-hard/eq568.txt.smt2;0.02; sat;0.02; sat;0.7; sat
../formulae/kaluza-hard/eq569.txt.smt2;0.02; sat;0.02; sat;0.67; sat
../formulae/kaluza-hard/eq57.txt.smt2;0.06; sat;0.03; sat;128.81; sat
../formulae/kaluza-hard/eq570.txt.smt2;0.64; sat;0.09; sat;TO;TO
../formulae/kaluza-hard/eq571.txt.smt2;0.01; sat;0.03; sat;0.71; sat
../formulae/kaluza-hard/eq572.txt.smt2;0.01; sat;0.03; sat;0.69; sat
../formulae/kaluza-hard/eq573.txt.smt2;2.0; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq574.txt.smt2;0.01; sat;0.02; sat;0.71; sat
../formulae/kaluza-hard/eq575.txt.smt2;0.29; sat;0.05; sat;176.2; sat
../formulae/kaluza-hard/eq576.txt.smt2;0.95; sat;0.04; sat;45.09; sat
../formulae/kaluza-hard/eq577.txt.smt2;0.97; sat;0.05; sat;45.22; sat
../formulae/kaluza-hard/eq578.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq579.txt.smt2;TO;TO;0.08; sat;TO;TO
../formulae/kaluza-hard/eq58.txt.smt2;0.69; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq580.txt.smt2;0.03; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq581.txt.smt2;0.03; sat;0.03; sat;0.69; sat
../formulae/kaluza-hard/eq582.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq583.txt.smt2;0.58; sat;0.03; sat;0.67; sat
../formulae/kaluza-hard/eq584.txt.smt2;0.03; sat;0.06; sat;0.7; sat
../formulae/kaluza-hard/eq585.txt.smt2;TO;TO;0.03; sat;128.87; sat
../formulae/kaluza-hard/eq586.txt.smt2;TO;TO;0.07; sat;TO;TO
../formulae/kaluza-hard/eq587.txt.smt2;0.05; sat;0.03; sat;5.27; sat
../formulae/kaluza-hard/eq588.txt.smt2;TO;TO;0.07; sat;TO;TO
../formulae/kaluza-hard/eq589.txt.smt2;0.47; sat;0.03; sat;5.08; sat
../formulae/kaluza-hard/eq59.txt.smt2;0.35; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq590.txt.smt2;0.04; sat;0.04; sat;55.46; sat
../formulae/kaluza-hard/eq591.txt.smt2;88.01; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq592.txt.smt2;0.13; sat;0.08; sat;TO;TO
../formulae/kaluza-hard/eq593.txt.smt2;0.05; sat;0.03; sat;TO;TO
../formulae/kaluza-hard/eq594.txt.smt2;TO;TO;0.07; sat;TO;TO
../formulae/kaluza-hard/eq595.txt.smt2;32.12; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq596.txt.smt2;0.06; sat;0.03; sat;129.71; sat
../formulae/kaluza-hard/eq597.txt.smt2;0.45; sat;0.03; sat;196.19; sat
../formulae/kaluza-hard/eq598.txt.smt2;0.47; sat;0.03; sat;5.28; sat
../formulae/kaluza-hard/eq599.txt.smt2;0.02; sat;0.03; sat;0.65; sat
../formulae/kaluza-hard/eq6.txt.smt2;0.1; sat;0.04; sat;46.02; sat
../formulae/kaluza-hard/eq60.txt.smt2;TO;TO;0.02; sat;29.99; sat
../formulae/kaluza-hard/eq600.txt.smt2;6.9; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq601.txt.smt2;0.73; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq602.txt.smt2;1.46; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq603.txt.smt2;0.15; sat;0.03; sat;55.96; sat
../formulae/kaluza-hard/eq604.txt.smt2;0.01; sat;0.03; sat;0.7; sat
../formulae/kaluza-hard/eq605.txt.smt2;0.05; sat;0.03; sat;3.57; sat
../formulae/kaluza-hard/eq606.txt.smt2;TO;TO;0.09; sat;TO;TO
../formulae/kaluza-hard/eq607.txt.smt2;0.15; sat;0.04; sat;5.14; sat
../formulae/kaluza-hard/eq608.txt.smt2;0.64; sat;0.04; sat;44.46; sat
../formulae/kaluza-hard/eq609.txt.smt2;0.92; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq61.txt.smt2;0.03; sat;0.04; sat;44.35; sat
../formulae/kaluza-hard/eq610.txt.smt2;0.04; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq611.txt.smt2;0.03; sat;0.03; sat;5.22; sat
../formulae/kaluza-hard/eq612.txt.smt2;1.49; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq613.txt.smt2;1.79; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq614.txt.smt2;0.04; sat;0.08; sat;TO;TO
../formulae/kaluza-hard/eq615.txt.smt2;0.02; sat;0.02; sat;55.62; sat
../formulae/kaluza-hard/eq616.txt.smt2;1.81; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq617.txt.smt2;3.67; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq618.txt.smt2;TO;TO;0.07; sat;TO;TO
../formulae/kaluza-hard/eq619.txt.smt2;0.35; sat;0.04; sat;14.62; sat
../formulae/kaluza-hard/eq62.txt.smt2;0.05; sat;0.03; sat;3.42; sat
../formulae/kaluza-hard/eq620.txt.smt2;1.68; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq621.txt.smt2;0.16; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq622.txt.smt2;0.04; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq623.txt.smt2;0.01; sat;0.02; sat;0.71; sat
../formulae/kaluza-hard/eq624.txt.smt2;0.1; sat;0.04; sat;44.4; sat
../formulae/kaluza-hard/eq625.txt.smt2;TO;TO;0.04; sat;TO;TO
../formulae/kaluza-hard/eq626.txt.smt2;0.93; sat;0.04; sat;58.77; sat
../formulae/kaluza-hard/eq627.txt.smt2;0.02; sat;0.03; sat;0.67; sat
../formulae/kaluza-hard/eq628.txt.smt2;14.52; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq629.txt.smt2;0.03; sat;0.03; sat;0.71; sat
../formulae/kaluza-hard/eq63.txt.smt2;0.02; sat;0.02; sat;0.69; sat
../formulae/kaluza-hard/eq630.txt.smt2;0.03; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq631.txt.smt2;TO;TO;0.04; sat;TO;TO
../formulae/kaluza-hard/eq632.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq633.txt.smt2;0.01; sat;0.02; sat;0.68; sat
../formulae/kaluza-hard/eq634.txt.smt2;0.02; sat;0.02; sat;0.67; sat
../formulae/kaluza-hard/eq635.txt.smt2;0.02; sat;0.04; sat;44.93; sat
../formulae/kaluza-hard/eq636.txt.smt2;0.03; sat;0.05; sat;45.05; sat
../formulae/kaluza-hard/eq637.txt.smt2;0.05; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq638.txt.smt2;0.61; sat;0.09; sat;TO;TO
../formulae/kaluza-hard/eq639.txt.smt2;1.16; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq64.txt.smt2;1.64; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq640.txt.smt2;0.01; sat;0.02; sat;0.68; sat
../formulae/kaluza-hard/eq641.txt.smt2;0.38; sat;0.08; sat;TO;TO
../formulae/kaluza-hard/eq642.txt.smt2;0.02; sat;0.03; sat;0.68; sat
../formulae/kaluza-hard/eq643.txt.smt2;0.92; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq644.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq645.txt.smt2;0.05; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq646.txt.smt2;0.09; sat;0.04; sat;44.55; sat
../formulae/kaluza-hard/eq647.txt.smt2;2.72; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq648.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq649.txt.smt2;0.04; sat;0.03; sat;44.78; sat
../formulae/kaluza-hard/eq65.txt.smt2;0.05; sat;0.03; sat;3.45; sat
../formulae/kaluza-hard/eq650.txt.smt2;0.01; sat;0.02; sat;0.71; sat
../formulae/kaluza-hard/eq651.txt.smt2;0.99; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq652.txt.smt2;3.65; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq653.txt.smt2;0.83; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq654.txt.smt2;0.02; sat;0.03; sat;0.7; sat
../formulae/kaluza-hard/eq655.txt.smt2;1.42; sat;0.04; sat;191.64; sat
../formulae/kaluza-hard/eq656.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq657.txt.smt2;TO;TO;0.08; sat;TO;TO
../formulae/kaluza-hard/eq658.txt.smt2;0.09; sat;0.03; sat;1.07; sat
../formulae/kaluza-hard/eq659.txt.smt2;142.14; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq66.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq660.txt.smt2;0.02; sat;0.02; sat;0.71; sat
../formulae/kaluza-hard/eq661.txt.smt2;0.02; sat;0.03; sat;0.7; sat
../formulae/kaluza-hard/eq662.txt.smt2;TO;TO;0.03; sat;55.41; sat
../formulae/kaluza-hard/eq663.txt.smt2;0.93; sat;0.05; sat;44.89; sat
../formulae/kaluza-hard/eq664.txt.smt2;TO;TO;0.09; sat;TO;TO
../formulae/kaluza-hard/eq665.txt.smt2;0.83; sat;0.04; sat;44.65; sat
