name;z3-runtime;z3-result;cvc5-runtime;cvc5-result;z3-noodler-runtime;z3-noodler-b3b361a-result;z3-noodler-8dd2385-runtime;z3-noodler-8dd2385-result;z3-noodler-6724479-runtime;z3-noodler-6724479-result;z3-noodler-c680fa4-runtime;z3-noodler-c680fa4-result
../formulae/slent/slent_kaluza_15_sink.smt2;0.02; sat;0.0; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/slent/slent_stranger_str_rep_15976_sink.smt2;0.01; unsat;0.05; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_1127_sink.smt2;0.01; unsat;0.0; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_1916_sink.smt2;0.01; sat;0.01; sat;0.01; sat;0.01; sat;0.01; sat;0.02; sat
../formulae/slent/slent_stranger_str_rep_30136_sink.smt2;TO;TO;28.98; sat;0.1; sat;0.09; sat;0.09; sat;0.08; sat
../formulae/slent/slent_kaluza_811_sink.smt2;0.01; unsat;0.0; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat
../formulae/slent/slent_stranger_str_rep_19125_sink.smt2;33.82; unsat;104.04; unsat;0.8; unsat;0.82; unsat;14.15; unsat;1.29; unsat
../formulae/slent/slent_kaluza_216_sink.smt2;0.02; sat;0.05; sat;0.03; sat;0.18; sat;0.17; sat;0.16; sat
../formulae/slent/slent_kaluza_485_sink.smt2;0.02; sat;0.01; sat;0.02; sat;0.03; sat;0.01; sat;0.03; sat
../formulae/slent/slent_kaluza_166_sink.smt2;0.02; sat;0.02; sat;0.03; sat;0.04; sat;0.05; sat;0.04; sat
../formulae/slent/slent_kaluza_350_sink.smt2;0.02; sat;0.0; sat;0.01; sat;0.01; sat;0.02; sat;0.01; sat
../formulae/slent/slent_stranger_str_rep_29816_sink.smt2;TO;TO;TO;TO;0.05; sat;0.05; sat;0.04; sat;2.98; sat
../formulae/slent/slent_stranger_str_rep_20937_sink.smt2;TO;TO;15.59; sat;0.06; sat;0.08; sat;0.06; sat;0.07; sat
../formulae/slent/slent_kaluza_1194_sink.smt2;0.02; sat;0.0; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_1641_sink.smt2;0.02; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.01; unsat;0.01; unsat
../formulae/slent/slent_kaluza_1688_sink.smt2;0.02; sat;0.0; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/slent/slent_stranger_str_rep_20871_sink.smt2;0.02; unsat;0.07; unsat;0.69; unsat;0.7; unsat;0.64; unsat;0.03; unsat
../formulae/slent/slent_kaluza_1084_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.02; unsat
../formulae/slent/slent_kaluza_1567_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.01; unsat
../formulae/slent/slent_stranger_str_rep_30095_sink.smt2;0.05; unsat;0.08; unsat;2.46; unsat;2.46; unsat;TO;TO;1.11; unsat
../formulae/slent/slent_kaluza_1751_sink.smt2;0.02; sat;0.0; sat;0.02; sat;0.02; sat;0.01; sat;0.02; sat
../formulae/slent/slent_kaluza_1798_sink.smt2;0.02; sat;0.0; sat;0.02; sat;0.02; sat;0.02; sat;0.01; sat
../formulae/slent/slent_kaluza_240_sink.smt2;0.01; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.01; unsat;0.01; unsat
../formulae/slent/slent_kaluza_130_sink.smt2;0.01; sat;0.01; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_306_sink.smt2;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.02; unsat
../formulae/slent/slent_kaluza_1989_sink.smt2;0.02; sat;0.01; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_1347_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.01; unsat;0.02; unsat
../formulae/slent/slent_stranger_lan_rep_7172_sink.smt2;0.71; sat;0.02; sat;0.1; sat;0.1; sat;0.08; sat;0.93; sat
../formulae/slent/slent_kaluza_1806_sink.smt2;0.01; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.0; unsat;0.01; unsat
../formulae/slent/slent_stranger_str_rep_30210_sink.smt2;0.05; unsat;0.08; unsat;TO;TO;TO;TO;TO;TO;1.55; unsat
../formulae/slent/slent_stranger_str_rep_29717_sink.smt2;TO;TO;18.0; unsat;0.76; unsat;0.77; unsat;3.64; unsat;0.17; unsat
../formulae/slent/slent_kaluza_1037_sink.smt2;0.02; unsat;0.0; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_656_sink.smt2;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.01; unsat
../formulae/slent/slent_kaluza_710_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.03; unsat;0.02; unsat
../formulae/slent/slent_kaluza_704_sink.smt2;0.02; unsat;0.0; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_57_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.01; unsat
../formulae/slent/slent_kaluza_532_sink.smt2;0.02; unsat;0.0; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.02; unsat
../formulae/slent/slent_kaluza_197_sink.smt2;0.01; sat;0.01; sat;0.01; sat;0.01; sat;0.02; sat;0.01; sat
../formulae/slent/slent_kaluza_474_sink.smt2;0.02; sat;0.01; sat;0.02; sat;0.01; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_1215_sink.smt2;0.01; unsat;0.01; unsat;TO;TO;0.02; unsat;0.02; sat;0.02; unsat
../formulae/slent/slent_kaluza_1509_sink.smt2;0.01; unsat;0.0; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.01; unsat
../formulae/slent/slent_kaluza_1812_sink.smt2;0.02; sat;0.0; sat;0.01; sat;0.01; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_1679_sink.smt2;0.02; sat;0.0; sat;0.01; sat;0.01; sat;0.02; sat;0.01; sat
../formulae/slent/slent_kaluza_1954_sink.smt2;0.01; sat;0.0; sat;0.03; sat;0.01; sat;0.01; sat;0.02; sat
../formulae/slent/slent_kaluza_1165_sink.smt2;0.01; unsat;0.0; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat
../formulae/slent/slent_kaluza_638_sink.smt2;0.01; unsat;0.0; unsat;0.03; unsat;0.01; unsat;0.01; unsat;0.03; unsat
../formulae/slent/slent_kaluza_124_sink.smt2;0.02; unsat;0.0; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_stranger_str_rep_19021_sink.smt2;0.02; unsat;0.07; unsat;0.77; unsat;0.77; unsat;0.71; unsat;0.44; unsat
../formulae/slent/slent_stranger_str_rep_19398_sink.smt2;0.02; unsat;0.07; unsat;2.4; unsat;2.33; unsat;2.15; unsat;0.02; unsat
../formulae/slent/slent_kaluza_254_sink.smt2;0.02; unsat;0.0; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_stranger_str_rep_17499_sink.smt2;0.02; unsat;0.08; unsat;0.75; unsat;0.71; unsat;39.94; unsat;1.02; unsat
../formulae/slent/slent_kaluza_581_sink.smt2;0.01; sat;0.01; sat;0.01; sat;0.02; sat;0.01; sat;0.02; sat
../formulae/slent/slent_kaluza_548_sink.smt2;0.0; unsat;0.0; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat
../formulae/slent/slent_kaluza_1573_sink.smt2;0.02; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_1059_sink.smt2;0.02; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_76_sink.smt2;0.01; sat;0.02; sat;0.03; sat;0.02; sat;0.03; sat;0.04; sat
../formulae/slent/slent_stranger_str_rep_8280_sink.smt2;0.02; unsat;0.06; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_stranger_str_rep_17856_sink.smt2;0.03; unsat;0.14; unsat;23.8; unsat;23.56; unsat;6.34; unsat;0.71; unsat
../formulae/slent/slent_kaluza_455_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.01; unsat
../formulae/slent/slent_kaluza_349_sink.smt2;0.01; sat;0.0; sat;0.01; sat;0.02; sat;0.01; sat;0.02; sat
../formulae/slent/slent_stranger_str_rep_20603_sink.smt2;0.02; unsat;0.08; unsat;0.72; unsat;0.74; unsat;0.67; unsat;0.43; unsat
../formulae/slent/slent_kaluza_1528_sink.smt2;0.01; sat;0.0; sat;0.02; sat;0.02; sat;0.02; sat;0.01; sat
../formulae/slent/slent_kaluza_1234_sink.smt2;0.02; sat;0.0; sat;0.01; sat;0.01; sat;0.02; sat;0.03; sat
../formulae/slent/slent_stranger_str_rep_14064_sink.smt2;0.02; unsat;0.05; unsat;0.03; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_1975_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_1372_sink.smt2;0.01; unsat;0.0; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat
../formulae/slent/slent_kaluza_619_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_333_sink.smt2;0.01; sat;0.01; sat;0.02; sat;0.02; sat;0.01; sat;0.02; sat
../formulae/slent/slent_kaluza_569_sink.smt2;0.01; unsat;0.0; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_796_sink.smt2;0.01; unsat;0.0; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat
../formulae/slent/slent_kaluza_275_sink.smt2;0.02; sat;0.02; sat;0.02; sat;0.07; sat;0.06; sat;0.07; sat
../formulae/slent/slent_stranger_str_rep_17647_sink.smt2;0.03; unsat;0.09; unsat;0.69; unsat;0.7; unsat;0.63; unsat;0.02; unsat
../formulae/slent/slent_kaluza_1308_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_1849_sink.smt2;0.01; sat;0.01; sat;0.02; sat;0.03; sat;0.02; sat;0.03; sat
../formulae/slent/slent_stranger_str_rep_20954_sink.smt2;TO;TO;7.76; sat;0.06; sat;0.05; sat;0.06; sat;0.06; sat
../formulae/slent/slent_kaluza_1287_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_1770_sink.smt2;0.12; sat;4.22; sat;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/slent/slent_kaluza_1894_sink.smt2;0.01; unsat;0.0; unsat;TO;TO;0.01; unsat;0.01; sat;0.02; unsat
../formulae/slent/slent_stranger_str_rep_5239_sink.smt2;0.53; sat;0.04; sat;0.04; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/slent/slent_kaluza_261_sink.smt2;0.02; unsat;0.06; unsat;0.02; unsat;0.03; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_866_sink.smt2;0.02; unsat;0.0; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.01; unsat
../formulae/slent/slent_kaluza_18_sink.smt2;0.01; unsat;0.0; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_stranger_str_rep_12130_sink.smt2;0.01; unsat;0.04; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_stranger_str_rep_2180_sink.smt2;0.03; unsat;0.04; unsat;0.03; unsat;0.02; unsat;0.04; sat;TO;TO
../formulae/slent/slent_stranger_str_rep_20751_sink.smt2;0.34; unsat;10.05; unsat;0.84; unsat;0.78; unsat;3.63; unsat;0.49; unsat
../formulae/slent/slent_stranger_str_rep_30007_sink.smt2;TO;TO;5.0; sat;0.05; sat;0.05; sat;0.05; sat;0.06; sat
../formulae/slent/slent_kaluza_1827_sink.smt2;0.02; unsat;0.0; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.02; unsat
../formulae/slent/slent_stranger_str_rep_16769_sink.smt2;0.04; sat;0.05; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat
../formulae/slent/slent_kaluza_677_sink.smt2;0.02; sat;0.0; sat;0.01; sat;0.02; sat;0.02; sat;0.01; sat
../formulae/slent/slent_kaluza_394_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.01; unsat
../formulae/slent/slent_kaluza_441_sink.smt2;0.01; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_816_sink.smt2;0.0; sat;0.02; sat;0.03; sat;0.05; sat;0.03; sat;0.05; sat
../formulae/slent/slent_kaluza_68_sink.smt2;0.02; sat;0.02; sat;0.02; sat;0.06; sat;0.07; sat;0.07; sat
../formulae/slent/slent_stranger_str_rep_21041_sink.smt2;52.67; sat;TO;TO;0.05; sat;0.04; sat;0.04; sat;0.04; sat
../formulae/slent/slent_kaluza_211_sink.smt2;0.02; sat;0.01; sat;0.01; sat;0.01; sat;0.01; sat;0.01; sat
../formulae/slent/slent_kaluza_161_sink.smt2;0.02; sat;0.0; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_357_sink.smt2;0.01; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat
../formulae/slent/slent_stranger_str_rep_4415_sink.smt2;0.02; sat;0.05; sat;0.04; sat;0.03; sat;0.03; sat;0.02; sat
../formulae/slent/slent_kaluza_1700_sink.smt2;0.02; sat;0.0; sat;0.02; sat;0.01; sat;0.02; sat;0.02; sat
../formulae/slent/slent_stranger_str_rep_29485_sink.smt2;0.26; unsat;9.52; unsat;0.79; unsat;0.78; unsat;2.49; unsat;0.52; unsat
../formulae/slent/slent_kaluza_12_sink.smt2;0.01; unsat;0.0; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat
../formulae/slent/slent_kaluza_741_sink.smt2;0.02; sat;0.01; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_1120_sink.smt2;0.01; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.01; unsat
../formulae/slent/slent_kaluza_1299_sink.smt2;0.01; sat;0.01; sat;0.02; sat;0.02; sat;0.03; sat;0.01; sat
../formulae/slent/slent_kaluza_1843_sink.smt2;0.01; sat;0.0; sat;0.02; sat;0.02; sat;0.02; sat;0.01; sat
../formulae/slent/slent_kaluza_1591_sink.smt2;0.02; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.01; unsat
../formulae/slent/slent_kaluza_1628_sink.smt2;0.01; sat;0.0; sat;0.03; sat;0.02; sat;0.02; sat;0.03; sat
../formulae/slent/slent_kaluza_1302_sink.smt2;0.02; sat;0.0; sat;0.02; sat;0.01; sat;0.01; sat;0.02; sat
../formulae/slent/slent_stranger_str_rep_19650_sink.smt2;87.46; unsat;TO;TO;0.69; unsat;0.71; unsat;1.65; unsat;0.19; unsat
../formulae/slent/slent_kaluza_563_sink.smt2;0.02; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.01; unsat
../formulae/slent/slent_stranger_str_rep_15965_sink.smt2;0.02; unsat;0.06; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_878_sink.smt2;0.02; unsat;0.0; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_339_sink.smt2;0.01; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_stranger_str_rep_31586_sink.smt2;0.02; unsat;0.07; unsat;2.33; unsat;2.36; unsat;2.09; unsat;0.02; unsat
../formulae/slent/slent_kaluza_1652_sink.smt2;0.02; sat;0.03; sat;0.02; sat;0.06; sat;0.06; sat;0.07; sat
../formulae/slent/slent_kaluza_1378_sink.smt2;0.02; sat;0.01; sat;0.02; sat;0.03; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_1008_sink.smt2;0.02; sat;0.02; sat;0.02; sat;0.06; sat;0.06; sat;0.06; sat
../formulae/slent/slent_kaluza_669_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_1579_sink.smt2;0.02; unsat;0.0; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_stranger_str_rep_20652_sink.smt2;TO;TO;87.02; sat;0.05; sat;0.04; sat;0.05; sat;0.06; sat
../formulae/slent/slent_kaluza_1862_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_1265_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_1115_sink.smt2;0.0; unsat;0.0; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.01; unsat
../formulae/slent/slent_kaluza_859_sink.smt2;0.02; sat;0.0; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_890_sink.smt2;0.02; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.01; unsat;0.01; unsat
../formulae/slent/slent_kaluza_27_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_stranger_str_rep_19671_sink.smt2;TO;TO;TO;TO;0.09; sat;0.1; sat;0.09; sat;0.09; sat
../formulae/slent/slent_kaluza_774_sink.smt2;0.01; unsat;0.0; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.01; unsat
../formulae/slent/slent_kaluza_318_sink.smt2;0.02; sat;0.01; sat;0.01; sat;0.01; sat;0.03; sat;0.02; sat
../formulae/slent/slent_kaluza_4_sink.smt2;0.01; sat;0.0; sat;0.02; sat;0.02; sat;0.01; sat;0.02; sat
../formulae/slent/slent_stranger_str_rep_2176_sink.smt2;TO;TO;0.05; sat;0.02; sat;0.02; sat;0.03; sat;0.03; sat
../formulae/slent/slent_kaluza_1445_sink.smt2;0.01; sat;0.01; sat;0.02; sat;0.02; sat;0.01; sat;0.01; sat
../formulae/slent/slent_kaluza_1029_sink.smt2;0.02; sat;0.0; sat;0.01; sat;0.01; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_1503_sink.smt2;0.02; sat;0.0; sat;0.02; sat;0.01; sat;0.01; sat;0.01; sat
../formulae/slent/slent_kaluza_1735_sink.smt2;0.02; sat;0.0; sat;0.01; sat;0.02; sat;0.01; sat;0.01; sat
../formulae/slent/slent_kaluza_681_sink.smt2;0.02; sat;0.01; sat;0.02; sat;0.02; sat;0.01; sat;0.02; sat
../formulae/slent/slent_stranger_str_rep_24717_sink.smt2;TO;TO;0.07; sat;0.06; sat;0.08; sat;0.07; sat;0.08; sat
../formulae/slent/slent_kaluza_94_sink.smt2;0.01; sat;0.01; sat;0.02; sat;0.01; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_49_sink.smt2;0.01; sat;0.0; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_80_sink.smt2;0.02; sat;0.02; sat;0.02; sat;0.06; sat;0.06; sat;0.06; sat
../formulae/slent/slent_stranger_str_rep_17434_sink.smt2;0.05; unsat;0.11; unsat;1.8; unsat;1.75; unsat;TO;TO;6.21; unsat
../formulae/slent/slent_kaluza_837_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.01; unsat
../formulae/slent/slent_stranger_str_rep_19273_sink.smt2;0.03; unsat;0.07; unsat;0.79; unsat;0.79; unsat;0.69; unsat;0.02; unsat
../formulae/slent/slent_kaluza_695_sink.smt2;0.01; sat;0.0; sat;0.02; sat;0.02; sat;0.01; sat;0.01; sat
../formulae/slent/slent_kaluza_376_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.01; unsat;0.02; unsat
../formulae/slent/slent_kaluza_971_sink.smt2;0.02; unsat;0.0; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.01; unsat
../formulae/slent/slent_kaluza_189_sink.smt2;0.02; sat;0.02; sat;0.04; sat;46.3; sat;42.61; sat;43.72; sat
../formulae/slent/slent_kaluza_140_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.01; unsat
../formulae/slent/slent_kaluza_1384_sink.smt2;0.01; sat;0.0; sat;0.01; sat;0.02; sat;0.01; sat;0.01; sat
../formulae/slent/slent_kaluza_1983_sink.smt2;0.01; unsat;0.0; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_stranger_str_rep_19209_sink.smt2;0.02; unsat;0.08; unsat;1.13; unsat;1.09; unsat;1.0; unsat;0.03; unsat
../formulae/slent/slent_kaluza_283_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.01; unsat
../formulae/slent/slent_kaluza_33_sink.smt2;0.02; sat;0.01; sat;0.02; sat;0.01; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_556_sink.smt2;0.02; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_884_sink.smt2;0.01; unsat;0.0; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_1337_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.01; unsat
../formulae/slent/slent_kaluza_1792_sink.smt2;0.01; sat;0.01; sat;0.02; sat;0.03; sat;0.01; sat;0.02; sat
../formulae/slent/slent_stranger_str_rep_20560_sink.smt2;0.01; unsat;0.07; unsat;0.79; unsat;0.78; unsat;0.71; unsat;0.27; unsat
../formulae/slent/slent_kaluza_1011_sink.smt2;0.01; sat;0.01; sat;0.02; sat;0.02; sat;0.03; sat;0.02; sat
../formulae/slent/slent_stranger_str_rep_4418_sink.smt2;13.11; sat;0.11; sat;0.03; sat;0.04; sat;0.03; sat;0.05; sat
../formulae/slent/slent_kaluza_393_sink.smt2;0.02; unsat;0.0; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.02; unsat
../formulae/slent/slent_stranger_str_rep_19543_sink.smt2;0.85; sat;0.09; sat;0.21; sat;0.2; sat;0.05; sat;0.09; sat
../formulae/slent/slent_kaluza_736_sink.smt2;0.02; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_500_sink.smt2;0.02; sat;0.0; sat;0.02; sat;0.02; sat;0.02; sat;0.01; sat
../formulae/slent/slent_kaluza_1294_sink.smt2;0.02; sat;0.01; sat;0.02; sat;0.02; sat;0.01; sat;0.01; sat
../formulae/slent/slent_stranger_str_rep_29920_sink.smt2;TO;TO;TO;TO;8.63; unsat;9.65; unsat;TO;TO;TO;TO
../formulae/slent/slent_kaluza_1407_sink.smt2;0.02; sat;0.01; sat;0.02; sat;0.02; sat;0.01; sat;0.03; sat
../formulae/slent/slent_stranger_str_rep_21200_sink.smt2;TO;TO;41.86; sat;0.08; sat;0.08; sat;0.07; sat;0.09; sat
../formulae/slent/slent_stranger_str_rep_17979_sink.smt2;0.02; unsat;0.07; unsat;0.87; unsat;0.86; unsat;0.81; unsat;0.03; unsat
../formulae/slent/slent_kaluza_861_sink.smt2;0.02; sat;0.0; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_320_sink.smt2;0.01; sat;0.02; sat;0.02; sat;0.06; sat;0.07; sat;0.07; sat
../formulae/slent/slent_kaluza_927_sink.smt2;0.02; unsat;0.01; unsat;0.02; sat;0.02; unsat;0.03; unsat;0.02; unsat
../formulae/slent/slent_stranger_str_rep_21170_sink.smt2;0.5; sat;11.87; sat;0.06; sat;0.05; sat;0.04; sat;0.12; sat
../formulae/slent/slent_kaluza_116_sink.smt2;0.03; sat;0.08; sat;0.08; sat;TO;TO;TO;TO;TO;TO
../formulae/slent/slent_kaluza_428_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_334_sink.smt2;0.01; sat;0.0; sat;0.01; sat;0.01; sat;0.03; sat;0.03; sat
../formulae/slent/slent_kaluza_1908_sink.smt2;0.02; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/slent/slent_stranger_str_rep_29796_sink.smt2;TO;TO;TO;TO;TO;TO;64.9; unsat;61.96; unsat;TO;TO
../formulae/slent/slent_kaluza_1555_sink.smt2;0.01; sat;0.01; sat;0.01; sat;0.02; sat;0.02; sat;0.01; sat
../formulae/slent/slent_stranger_str_rep_29569_sink.smt2;TO;TO;35.68; sat;0.04; sat;0.05; sat;0.05; sat;0.07; sat
../formulae/slent/slent_kaluza_1249_sink.smt2;0.02; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.0; unsat;0.01; unsat
../formulae/slent/slent_kaluza_1763_sink.smt2;0.01; unsat;0.0; unsat;TO;TO;0.02; unsat;0.02; sat;0.02; unsat
../formulae/slent/slent_kaluza_1280_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.01; unsat
../formulae/slent/slent_kaluza_71_sink.smt2;0.02; sat;0.02; sat;0.02; sat;0.06; sat;0.06; sat;0.06; sat
../formulae/slent/slent_kaluza_514_sink.smt2;0.02; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.01; unsat
../formulae/slent/slent_kaluza_452_sink.smt2;0.02; sat;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/slent/slent_kaluza_178_sink.smt2;0.02; sat;0.02; sat;0.02; sat;0.07; sat;0.07; sat;0.07; sat
../formulae/slent/slent_kaluza_387_sink.smt2;0.02; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.01; unsat
../formulae/slent/slent_kaluza_664_sink.smt2;0.02; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.01; unsat;0.02; unsat
../formulae/slent/slent_stranger_str_rep_21602_sink.smt2;4.5; unsat;TO;TO;58.87; unsat;85.97; unsat;0.12; sat;110.61; unsat
../formulae/slent/slent_kaluza_1005_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.01; unsat;0.01; unsat
../formulae/slent/slent_kaluza_1834_sink.smt2;0.01; unsat;0.0; unsat;0.02; unsat;0.02; unsat;0.02; unsat;0.02; unsat
../formulae/slent/slent_kaluza_1233_sink.smt2;0.01; sat;0.0; sat;0.01; sat;0.02; sat;0.02; sat;0.03; sat
../formulae/slent/slent_kaluza_1375_sink.smt2;0.01; sat;0.0; sat;0.02; sat;0.03; sat;0.02; sat;0.02; sat
