name;noodler-4cdee77f-runtime;noodler-4cdee77f-version;noodler-4cdee77f-result;noodler-4cdee77f-time;noodler-4cdee77f-min-runtime;noodler-4cdee77f-min-version;noodler-4cdee77f-min-result;noodler-4cdee77f-min-time
../formulae/pyex-hard-z3-enum/smt/eq13584.txt.smt2;1.58; 4cdee77f; unsat; 0.07;1.57; 4cdee77f; unsat; 0.07
../formulae/pyex-hard-z3-enum/smt/eq13585.txt.smt2;1.66; 4cdee77f; unsat; 0.08;1.65; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13586.txt.smt2;18.03; 4cdee77f; sat; 17.17;1.69; 4cdee77f; sat; 0.11
../formulae/pyex-hard-z3-enum/smt/eq13587.txt.smt2;29.41; 4cdee77f; sat; 28.93;1.64; 4cdee77f; sat; 0.15
../formulae/pyex-hard-z3-enum/smt/eq13588.txt.smt2;27.3; 4cdee77f; sat; 26.66;1.7; 4cdee77f; sat; 0.11
../formulae/pyex-hard-z3-enum/smt/eq13589.txt.smt2;1.59; 4cdee77f; unsat; 0.08;1.64; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq1359.txt.smt2;1.6; 4cdee77f; unsat; 0.08;1.66; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13590.txt.smt2;1.6; 4cdee77f; unsat; 0.08;1.64; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13591.txt.smt2;1.65; 4cdee77f; unsat; 0.08;1.6; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13592.txt.smt2;47.69; 4cdee77f; sat; 47.88;1.74; 4cdee77f; sat; 0.14
../formulae/pyex-hard-z3-enum/smt/eq13593.txt.smt2;TO;TO;TO;TO;1.73; 4cdee77f; sat; 0.2
../formulae/pyex-hard-z3-enum/smt/eq13594.txt.smt2;TO;TO;TO;TO;1.72; 4cdee77f; sat; 0.2
../formulae/pyex-hard-z3-enum/smt/eq13595.txt.smt2;TO;TO;TO;TO;1.71; 4cdee77f; sat; 0.19
../formulae/pyex-hard-z3-enum/smt/eq13596.txt.smt2;1.61; 4cdee77f; unsat; 0.09;1.71; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13597.txt.smt2;1.58; 4cdee77f; unsat; 0.1;1.64; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13598.txt.smt2;1.63; 4cdee77f; unsat; 0.1;1.61; 4cdee77f; unsat; 0.1
../formulae/pyex-hard-z3-enum/smt/eq13599.txt.smt2;1.67; 4cdee77f; unsat; 0.09;1.64; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq136.txt.smt2;1.69; 4cdee77f; unsat; 0.17;1.73; 4cdee77f; unsat; 0.18
../formulae/pyex-hard-z3-enum/smt/eq1360.txt.smt2;1.63; 4cdee77f; unsat; 0.08;1.68; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13600.txt.smt2;1.6; 4cdee77f; unsat; 0.09;1.63; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13601.txt.smt2;TO;TO;TO;TO;1.64; 4cdee77f; sat; 0.11
../formulae/pyex-hard-z3-enum/smt/eq13602.txt.smt2;TO;TO;TO;TO;1.67; 4cdee77f; sat; 0.12
../formulae/pyex-hard-z3-enum/smt/eq13603.txt.smt2;1.58; 4cdee77f; unsat; 0.08;1.67; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13604.txt.smt2;1.62; 4cdee77f; unsat; 0.09;1.58; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13605.txt.smt2;1.67; 4cdee77f; unsat; 0.09;1.61; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13606.txt.smt2;1.61; 4cdee77f; unsat; 0.09;1.6; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13607.txt.smt2;1.56; 4cdee77f; unsat; 0.09;1.59; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13608.txt.smt2;1.61; 4cdee77f; unsat; 0.09;1.62; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13609.txt.smt2;1.67; 4cdee77f; unsat; 0.09;1.58; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq1361.txt.smt2;1.61; 4cdee77f; unsat; 0.08;1.67; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13610.txt.smt2;1.64; 4cdee77f; unsat; 0.09;1.64; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13611.txt.smt2;TO;TO;TO;TO;1.68; 4cdee77f; sat; 0.19
../formulae/pyex-hard-z3-enum/smt/eq13612.txt.smt2;TO;TO;TO;TO;1.71; 4cdee77f; sat; 0.2
../formulae/pyex-hard-z3-enum/smt/eq13613.txt.smt2;1.67; 4cdee77f; unsat; 0.1;1.68; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13614.txt.smt2;TO;TO;TO;TO;1.69; 4cdee77f; sat; 0.2
../formulae/pyex-hard-z3-enum/smt/eq13615.txt.smt2;TO;TO;TO;TO;1.61; 4cdee77f; sat; 0.12
../formulae/pyex-hard-z3-enum/smt/eq13616.txt.smt2;1.55; 4cdee77f; unsat; 0.08;1.57; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13617.txt.smt2;TO;TO;TO;TO;1.67; 4cdee77f; sat; 0.13
../formulae/pyex-hard-z3-enum/smt/eq13618.txt.smt2;1.67; 4cdee77f; unsat; 0.09;1.68; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13619.txt.smt2;TO;TO;TO;TO;1.68; 4cdee77f; sat; 0.13
../formulae/pyex-hard-z3-enum/smt/eq1362.txt.smt2;1.66; 4cdee77f; unsat; 0.08;1.62; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13620.txt.smt2;TO;TO;TO;TO;1.69; 4cdee77f; sat; 0.16
../formulae/pyex-hard-z3-enum/smt/eq13621.txt.smt2;TO;TO;TO;TO;1.66; 4cdee77f; sat; 0.17
../formulae/pyex-hard-z3-enum/smt/eq13622.txt.smt2;1.64; 4cdee77f; unsat; 0.09;1.61; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13623.txt.smt2;1.64; 4cdee77f; unsat; 0.09;1.63; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13624.txt.smt2;1.63; 4cdee77f; unsat; 0.08;1.59; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13625.txt.smt2;1.62; 4cdee77f; unsat; 0.09;1.68; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13626.txt.smt2;TO;TO;TO;TO;2.34; 4cdee77f; sat; 0.2
../formulae/pyex-hard-z3-enum/smt/eq13627.txt.smt2;TO;TO;TO;TO;1.66; 4cdee77f; sat; 0.2
../formulae/pyex-hard-z3-enum/smt/eq13628.txt.smt2;1.56; 4cdee77f; unsat; 0.08;1.65; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13629.txt.smt2;1.58; 4cdee77f; unsat; 0.08;1.58; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq1363.txt.smt2;1.6; 4cdee77f; unsat; 0.08;1.62; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13630.txt.smt2;1.63; 4cdee77f; unsat; 0.09;1.58; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13631.txt.smt2;1.62; 4cdee77f; unsat; 0.09;1.61; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13632.txt.smt2;1.63; 4cdee77f; unsat; 0.09;1.61; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13633.txt.smt2;1.63; 4cdee77f; unsat; 0.09;1.66; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13634.txt.smt2;1.67; 4cdee77f; unsat; 0.08;1.62; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13635.txt.smt2;1.62; 4cdee77f; unsat; 0.08;1.58; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13636.txt.smt2;1.58; 4cdee77f; unsat; 0.08;1.61; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13637.txt.smt2;47.85; 4cdee77f; sat; 48.11;1.68; 4cdee77f; sat; 0.14
../formulae/pyex-hard-z3-enum/smt/eq13638.txt.smt2;29.6; 4cdee77f; sat; 29.19;1.63; 4cdee77f; sat; 0.15
../formulae/pyex-hard-z3-enum/smt/eq13639.txt.smt2;27.41; 4cdee77f; sat; 26.84;1.6; 4cdee77f; sat; 0.1
../formulae/pyex-hard-z3-enum/smt/eq1364.txt.smt2;1.63; 4cdee77f; unsat; 0.08;1.62; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13640.txt.smt2;18.1; 4cdee77f; sat; 17.17;1.66; 4cdee77f; sat; 0.12
../formulae/pyex-hard-z3-enum/smt/eq13641.txt.smt2;1.6; 4cdee77f; unsat; 0.08;1.68; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13642.txt.smt2;TO;TO;TO;TO;1.71; 4cdee77f; sat; 0.18
../formulae/pyex-hard-z3-enum/smt/eq13643.txt.smt2;1.66; 4cdee77f; unsat; 0.1;1.62; 4cdee77f; unsat; 0.11
../formulae/pyex-hard-z3-enum/smt/eq13644.txt.smt2;TO;TO;TO;TO;1.78; 4cdee77f; sat; 0.19
../formulae/pyex-hard-z3-enum/smt/eq13645.txt.smt2;TO;TO;TO;TO;1.72; 4cdee77f; sat; 0.17
../formulae/pyex-hard-z3-enum/smt/eq13646.txt.smt2;TO;TO;TO;TO;1.75; 4cdee77f; sat; 0.18
../formulae/pyex-hard-z3-enum/smt/eq13647.txt.smt2;TO;TO;TO;TO;1.94; 4cdee77f; sat; 0.45
../formulae/pyex-hard-z3-enum/smt/eq13648.txt.smt2;TO;TO;TO;TO;6.66; 4cdee77f; sat; 5.08
../formulae/pyex-hard-z3-enum/smt/eq13649.txt.smt2;TO;TO;TO;TO;1.93; 4cdee77f; sat; 0.4
../formulae/pyex-hard-z3-enum/smt/eq1365.txt.smt2;1.61; 4cdee77f; unsat; 0.08;1.63; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13650.txt.smt2;TO;TO;TO;TO;5.81; 4cdee77f; sat; 4.39
../formulae/pyex-hard-z3-enum/smt/eq13651.txt.smt2;TO;TO;TO;TO;1.95; 4cdee77f; sat; 0.4
../formulae/pyex-hard-z3-enum/smt/eq13652.txt.smt2;TO;TO;TO;TO;1.96; 4cdee77f; sat; 0.44
../formulae/pyex-hard-z3-enum/smt/eq13653.txt.smt2;TO;TO;TO;TO;1.7; 4cdee77f; sat; 0.18
../formulae/pyex-hard-z3-enum/smt/eq13654.txt.smt2;TO;TO;TO;TO;1.96; 4cdee77f; sat; 0.44
../formulae/pyex-hard-z3-enum/smt/eq13655.txt.smt2;1.67; 4cdee77f; unsat; 0.1;1.65; 4cdee77f; unsat; 0.1
../formulae/pyex-hard-z3-enum/smt/eq13656.txt.smt2;1.63; 4cdee77f; unsat; 0.1;1.67; 4cdee77f; unsat; 0.1
../formulae/pyex-hard-z3-enum/smt/eq13657.txt.smt2;1.65; 4cdee77f; unsat; 0.1;1.7; 4cdee77f; unsat; 0.1
../formulae/pyex-hard-z3-enum/smt/eq13658.txt.smt2;TO;TO;TO;TO;5.89; 4cdee77f; sat; 4.4
../formulae/pyex-hard-z3-enum/smt/eq13659.txt.smt2;TO;TO;TO;TO;6.45; 4cdee77f; sat; 5.01
../formulae/pyex-hard-z3-enum/smt/eq1366.txt.smt2;1.62; 4cdee77f; unsat; 0.08;1.57; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13660.txt.smt2;1.55; 4cdee77f; unsat; 0.11;1.62; 4cdee77f; unsat; 0.1
../formulae/pyex-hard-z3-enum/smt/eq13661.txt.smt2;1.64; 4cdee77f; unsat; 0.08;1.62; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13662.txt.smt2;1.61; 4cdee77f; unsat; 0.07;1.61; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13663.txt.smt2;1.65; 4cdee77f; unsat; 0.08;1.57; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13664.txt.smt2;1.64; 4cdee77f; unsat; 0.08;1.61; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13665.txt.smt2;18.08; 4cdee77f; sat; 17.2;1.63; 4cdee77f; sat; 0.11
../formulae/pyex-hard-z3-enum/smt/eq13666.txt.smt2;27.04; 4cdee77f; sat; 26.51;1.6; 4cdee77f; sat; 0.11
../formulae/pyex-hard-z3-enum/smt/eq13667.txt.smt2;29.28; 4cdee77f; sat; 28.82;1.62; 4cdee77f; sat; 0.15
../formulae/pyex-hard-z3-enum/smt/eq13668.txt.smt2;47.8; 4cdee77f; sat; 48.14;1.67; 4cdee77f; sat; 0.14
../formulae/pyex-hard-z3-enum/smt/eq13669.txt.smt2;1.63; 4cdee77f; unsat; 0.08;1.6; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq1367.txt.smt2;1.57; 4cdee77f; unsat; 0.07;1.58; 4cdee77f; unsat; 0.07
../formulae/pyex-hard-z3-enum/smt/eq13670.txt.smt2;1.67; 4cdee77f; unsat; 0.08;1.64; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13671.txt.smt2;1.62; 4cdee77f; unsat; 0.08;1.62; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13672.txt.smt2;1.66; 4cdee77f; unsat; 0.08;1.61; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13673.txt.smt2;1.68; 4cdee77f; unsat; 0.08;1.64; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13674.txt.smt2;1.62; 4cdee77f; unsat; 0.08;1.62; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13675.txt.smt2;1.63; 4cdee77f; unsat; 0.08;1.63; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13676.txt.smt2;1.64; 4cdee77f; unsat; 0.08;1.58; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13677.txt.smt2;1.57; 4cdee77f; unsat; 0.08;1.59; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13678.txt.smt2;1.59; 4cdee77f; unsat; 0.08;1.6; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13679.txt.smt2;1.6; 4cdee77f; unsat; 0.08;1.57; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq1368.txt.smt2;1.63; 4cdee77f; unsat; 0.07;1.6; 4cdee77f; unsat; 0.07
../formulae/pyex-hard-z3-enum/smt/eq13680.txt.smt2;49.25; 4cdee77f; sat; 49.59;1.63; 4cdee77f; sat; 0.1
../formulae/pyex-hard-z3-enum/smt/eq13681.txt.smt2;1.6; 4cdee77f; unsat; 0.07;1.59; 4cdee77f; unsat; 0.07
../formulae/pyex-hard-z3-enum/smt/eq13682.txt.smt2;27.18; 4cdee77f; sat; 26.61;1.61; 4cdee77f; sat; 0.1
../formulae/pyex-hard-z3-enum/smt/eq13683.txt.smt2;1.65; 4cdee77f; unsat; 0.07;1.56; 4cdee77f; unsat; 0.07
../formulae/pyex-hard-z3-enum/smt/eq13684.txt.smt2;1.63; 4cdee77f; unsat; 0.08;1.58; 4cdee77f; unsat; 0.07
../formulae/pyex-hard-z3-enum/smt/eq13685.txt.smt2;1.61; 4cdee77f; unsat; 0.07;1.62; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13686.txt.smt2;1.59; 4cdee77f; unsat; 0.08;1.63; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13687.txt.smt2;1.61; 4cdee77f; unsat; 0.08;1.63; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13688.txt.smt2;1.67; 4cdee77f; unsat; 0.07;1.65; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13689.txt.smt2;1.7; 4cdee77f; unsat; 0.09;1.67; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq1369.txt.smt2;1.64; 4cdee77f; unsat; 0.08;1.61; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13690.txt.smt2;1.61; 4cdee77f; unsat; 0.09;1.63; 4cdee77f; unsat; 0.07
../formulae/pyex-hard-z3-enum/smt/eq13691.txt.smt2;1.65; 4cdee77f; unsat; 0.08;1.59; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13692.txt.smt2;1.6; 4cdee77f; unsat; 0.08;1.63; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13693.txt.smt2;1.66; 4cdee77f; unsat; 0.08;1.66; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13694.txt.smt2;1.63; 4cdee77f; unsat; 0.08;1.65; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13695.txt.smt2;1.62; 4cdee77f; unsat; 0.08;1.62; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13696.txt.smt2;1.65; 4cdee77f; unsat; 0.08;1.58; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13697.txt.smt2;1.6; 4cdee77f; unsat; 0.08;1.62; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13698.txt.smt2;1.64; 4cdee77f; unsat; 0.07;1.62; 4cdee77f; unsat; 0.07
../formulae/pyex-hard-z3-enum/smt/eq13699.txt.smt2;1.62; 4cdee77f; unsat; 0.08;1.55; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq137.txt.smt2;1.66; 4cdee77f; unsat; 0.11;1.62; 4cdee77f; unsat; 0.11
../formulae/pyex-hard-z3-enum/smt/eq1370.txt.smt2;1.63; 4cdee77f; unsat; 0.07;1.59; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13700.txt.smt2;1.64; 4cdee77f; unsat; 0.08;1.63; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13701.txt.smt2;1.64; 4cdee77f; unsat; 0.08;1.64; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13702.txt.smt2;1.67; 4cdee77f; unsat; 0.09;1.62; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13703.txt.smt2;1.61; 4cdee77f; unsat; 0.09;1.59; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13704.txt.smt2;1.63; 4cdee77f; unsat; 0.09;1.67; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13705.txt.smt2;1.61; 4cdee77f; unsat; 0.09;1.63; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13706.txt.smt2;1.6; 4cdee77f; unsat; 0.09;1.68; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13707.txt.smt2;1.62; 4cdee77f; unsat; 0.09;1.62; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13708.txt.smt2;1.62; 4cdee77f; unsat; 0.09;1.62; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13709.txt.smt2;1.56; 4cdee77f; unsat; 0.09;1.58; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq1371.txt.smt2;1.58; 4cdee77f; unsat; 0.07;1.58; 4cdee77f; unsat; 0.07
../formulae/pyex-hard-z3-enum/smt/eq13710.txt.smt2;1.59; 4cdee77f; unsat; 0.09;1.61; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13711.txt.smt2;1.63; 4cdee77f; unsat; 0.09;1.65; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13712.txt.smt2;1.62; 4cdee77f; unsat; 0.09;1.64; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13713.txt.smt2;1.63; 4cdee77f; unsat; 0.09;1.62; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13714.txt.smt2;1.56; 4cdee77f; unsat; 0.09;1.64; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13715.txt.smt2;1.63; 4cdee77f; unsat; 0.09;1.63; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13716.txt.smt2;TO;TO;TO;TO;1.65; 4cdee77f; sat; 0.12
../formulae/pyex-hard-z3-enum/smt/eq13717.txt.smt2;TO;TO;TO;TO;1.64; 4cdee77f; sat; 0.13
../formulae/pyex-hard-z3-enum/smt/eq13718.txt.smt2;1.67; 4cdee77f; unsat; 0.1;1.68; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13719.txt.smt2;1.62; 4cdee77f; unsat; 0.09;1.61; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq1372.txt.smt2;1.64; 4cdee77f; unsat; 0.07;1.61; 4cdee77f; unsat; 0.07
../formulae/pyex-hard-z3-enum/smt/eq13720.txt.smt2;1.66; 4cdee77f; unsat; 0.09;1.62; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13721.txt.smt2;1.6; 4cdee77f; unsat; 0.09;1.58; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13722.txt.smt2;1.6; 4cdee77f; unsat; 0.09;1.65; 4cdee77f; unsat; 0.09
../formulae/pyex-hard-z3-enum/smt/eq13723.txt.smt2;1.62; 4cdee77f; unsat; 0.08;1.61; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13724.txt.smt2;1.56; 4cdee77f; unsat; 0.08;1.65; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13725.txt.smt2;1.61; 4cdee77f; unsat; 0.08;1.66; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13726.txt.smt2;1.63; 4cdee77f; unsat; 0.08;1.64; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13727.txt.smt2;1.67; 4cdee77f; unsat; 0.08;1.63; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13728.txt.smt2;1.6; 4cdee77f; unsat; 0.08;1.58; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13729.txt.smt2;1.58; 4cdee77f; unsat; 0.08;1.58; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq1373.txt.smt2;1.59; 4cdee77f; unsat; 0.07;1.65; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13730.txt.smt2;1.61; 4cdee77f; unsat; 0.08;1.62; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13731.txt.smt2;1.6; 4cdee77f; unsat; 0.08;1.62; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13732.txt.smt2;1.68; 4cdee77f; unsat; 0.08;1.66; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13733.txt.smt2;1.6; 4cdee77f; unsat; 0.08;1.61; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13734.txt.smt2;1.61; 4cdee77f; unsat; 0.08;1.67; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13735.txt.smt2;1.62; 4cdee77f; unsat; 0.08;1.6; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13736.txt.smt2;1.56; 4cdee77f; unsat; 0.08;1.59; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13737.txt.smt2;1.62; 4cdee77f; unsat; 0.08;1.58; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13738.txt.smt2;1.69; 4cdee77f; unsat; 0.08;1.62; 4cdee77f; unsat; 0.07
../formulae/pyex-hard-z3-enum/smt/eq13739.txt.smt2;1.63; 4cdee77f; unsat; 0.07;1.53; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq1374.txt.smt2;1.57; 4cdee77f; unsat; 0.07;1.59; 4cdee77f; unsat; 0.07
../formulae/pyex-hard-z3-enum/smt/eq13740.txt.smt2;1.63; 4cdee77f; unsat; 0.07;1.6; 4cdee77f; unsat; 0.07
../formulae/pyex-hard-z3-enum/smt/eq13741.txt.smt2;1.65; 4cdee77f; unsat; 0.08;1.6; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13742.txt.smt2;TO;TO;TO;TO;1.64; 4cdee77f; sat; 0.11
../formulae/pyex-hard-z3-enum/smt/eq13743.txt.smt2;TO;TO;TO;TO;1.63; 4cdee77f; sat; 0.11
../formulae/pyex-hard-z3-enum/smt/eq13744.txt.smt2;1.56; 4cdee77f; unsat; 0.08;1.59; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13745.txt.smt2;1.59; 4cdee77f; unsat; 0.08;1.59; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13746.txt.smt2;1.69; 4cdee77f; unsat; 0.08;1.67; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13747.txt.smt2;1.6; 4cdee77f; unsat; 0.08;1.7; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13748.txt.smt2;1.68; 4cdee77f; unsat; 0.09;1.64; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13749.txt.smt2;49.19; 4cdee77f; sat; 49.28;1.61; 4cdee77f; sat; 0.1
../formulae/pyex-hard-z3-enum/smt/eq1375.txt.smt2;1.62; 4cdee77f; unsat; 0.07;1.59; 4cdee77f; unsat; 0.07
../formulae/pyex-hard-z3-enum/smt/eq13750.txt.smt2;27.06; 4cdee77f; sat; 26.48;1.65; 4cdee77f; sat; 0.1
../formulae/pyex-hard-z3-enum/smt/eq13751.txt.smt2;1.65; 4cdee77f; unsat; 0.09;1.64; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13752.txt.smt2;1.63; 4cdee77f; unsat; 0.08;1.54; 4cdee77f; unsat; 0.08
../formulae/pyex-hard-z3-enum/smt/eq13753.txt.smt2;1.63; 4cdee77f; unsat; 0.08;1.63; 4cdee77f; unsat; 0.08
