name;cvc4-runtime;cvc4-result;cvc5-runtime;cvc5-result;retro-runtime;retro-result;noodler-1c71b61d-min-runtime;noodler-1c71b61d-min-version;noodler-1c71b61d-min-result;noodler-1c71b61d-min-time;z3-runtime;z3-result;z3strRE-runtime;z3strRE-result;sloth-runtime;sloth-result;ostrich-runtime;ostrich-result;woorpje-runtime;woorpje-result;noodler-c69385be-min-runtime;noodler-c69385be-min-version;noodler-c69385be-min-result;noodler-c69385be-min-time
../formulae/woorpje/smt/01_track_27.smt;0.02; sat;0.01; sat;0.19; sat;1.53; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;2.34; sat;3.06; sat;0.01; sat;1.56; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_28.smt;0.02; sat;0.04; sat;0.22; sat;1.58; 1c71b61d; sat; 0.08;0.01; sat;0.0; sat;5.56; sat;5.18; sat;0.02; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_29.smt;0.02; sat;0.01; sat;0.79; sat;1.55; 1c71b61d; sat; 0.07;0.01; sat;0.71; sat;TO;TO;7.74; sat;0.03; sat;1.61; c69385be; sat; 0.06
../formulae/woorpje/smt/01_track_3.smt;0.03; sat;0.02; sat;12.56; sat;TO;TO;TO;TO;0.02; sat;0.48; sat;TO;TO;4.86; sat;0.03; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_30.smt;0.02; sat;0.02; sat;0.17; unsat;1.58; 1c71b61d; sat; 0.09;0.02; sat;0.01; sat;2.58; sat;3.28; sat;0.0; sat;1.65; c69385be; sat; 0.09
../formulae/woorpje/smt/01_track_31.smt;0.01; sat;0.01; sat;0.17; sat;1.52; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;3.03; sat;3.04; sat;0.01; sat;1.58; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_32.smt;0.02; sat;0.02; sat;0.2; sat;1.53; 1c71b61d; sat; 0.05;0.02; sat;0.07; sat;16.78; sat;4.38; sat;0.01; sat;1.59; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_33.smt;0.03; sat;0.03; sat;0.19; sat;1.54; 1c71b61d; sat; 0.06;0.02; sat;2.76; sat;TO;TO;9.88; sat;0.15; sat;1.57; c69385be; sat; 0.06
../formulae/woorpje/smt/01_track_34.smt;0.02; sat;0.02; sat;0.23; sat;1.52; 1c71b61d; sat; 0.05;0.04; sat;0.03; sat;10.88; sat;4.56; sat;0.01; sat;1.6; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_35.smt;0.03; sat;0.07; sat;0.2; sat;1.55; 1c71b61d; sat; 0.04;0.01; sat;0.03; sat;3.04; sat;3.86; sat;0.02; sat;1.57; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_36.smt;0.02; sat;0.04; sat;0.19; sat;TO;TO;TO;TO;0.15; sat;0.19; sat;TO;TO;TO;TO;0.04; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_37.smt;0.01; sat;0.01; sat;0.58; sat;1.57; 1c71b61d; sat; 0.07;0.01; sat;0.01; sat;TO;TO;9.48; sat;0.04; sat;1.58; c69385be; sat; 0.07
../formulae/woorpje/smt/01_track_38.smt;0.02; sat;0.02; sat;0.21; sat;1.56; 1c71b61d; sat; 0.06;0.04; sat;4.04; sat;TO;TO;4.83; sat;0.17; sat;1.54; c69385be; sat; 0.07
../formulae/woorpje/smt/01_track_39.smt;0.02; sat;0.02; sat;0.22; sat;1.61; 1c71b61d; sat; 0.05;0.01; sat;0.25; sat;31.92; sat;10.49; sat;0.01; sat;1.57; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_4.smt;0.02; sat;0.01; sat;0.2; sat;1.55; 1c71b61d; sat; 0.04;0.01; sat;0.02; sat;2.88; sat;2.87; sat;0.0; sat;1.58; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_40.smt;0.02; sat;0.02; sat;0.2; sat;1.6; 1c71b61d; sat; 0.06;0.05; sat;0.03; sat;TO;TO;7.09; sat;0.0; sat;1.54; c69385be; sat; 0.06
../formulae/woorpje/smt/01_track_41.smt;0.01; sat;0.01; sat;0.35; sat;17.42; 1c71b61d; sat; 16.11;0.01; sat;0.02; sat;TO;TO;9.89; sat;0.0; sat;17.26; c69385be; sat; 15.92
../formulae/woorpje/smt/01_track_42.smt;TO;TO;TO;TO;0.18; sat;TO;TO;TO;TO;0.01; sat;0.4; sat;TO;TO;7.81; sat;0.13; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_43.smt;TO;TO;TO;TO;0.19; sat;TO;TO;TO;TO;0.05; sat;16.06; sat;TO;TO;16.52; sat;0.08; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_44.smt;0.01; sat;0.0; sat;0.18; sat;1.53; 1c71b61d; sat; 0.03;0.01; sat;0.01; sat;1.76; sat;1.74; sat;0.01; sat;1.56; c69385be; sat; 0.03
../formulae/woorpje/smt/01_track_45.smt;0.01; sat;0.01; sat;0.9; sat;1.62; 1c71b61d; sat; 0.05;0.01; sat;0.01; sat;TO;TO;6.72; sat;0.01; sat;1.52; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_46.smt;0.02; sat;0.06; sat;0.21; sat;TO;TO;TO;TO;0.01; sat;0.09; sat;9.71; sat;4.21; sat;0.01; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_47.smt;0.02; sat;0.03; sat;0.2; sat;1.54; 1c71b61d; sat; 0.06;0.02; sat;0.02; sat;3.53; sat;4.86; sat;0.01; sat;14.9; c69385be; sat; 13.66
../formulae/woorpje/smt/01_track_48.smt;0.01; sat;0.01; sat;0.18; sat;1.55; 1c71b61d; sat; 0.04;0.02; sat;0.01; sat;2.14; sat;3.1; sat;0.01; sat;1.58; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_49.smt;0.01; sat;0.0; sat;0.51; sat;1.55; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;6.42; sat;2.09; sat;0.0; sat;1.51; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_5.smt;0.01; sat;0.01; sat;0.27; sat;1.51; 1c71b61d; sat; 0.04;0.0; sat;0.01; sat;11.38; sat;4.34; sat;0.01; sat;1.54; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_50.smt;TO;TO;TO;TO;0.29; unsat;TO;TO;TO;TO;4.49; sat;7.79; sat;TO;TO;TO;TO;0.13; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_51.smt;0.01; sat;0.01; sat;0.9; sat;1.57; 1c71b61d; sat; 0.05;0.01; sat;0.01; sat;TO;TO;7.39; sat;0.02; sat;1.5; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_52.smt;0.01; sat;0.01; sat;2.79; sat;1.54; 1c71b61d; sat; 0.05;0.02; sat;0.01; sat;TO;TO;2.06; sat;0.01; sat;1.55; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_53.smt;0.06; sat;0.13; sat;0.2; unsat;TO;TO;TO;TO;0.03; sat;0.02; sat;TO;TO;6.66; sat;0.17; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_54.smt;0.03; sat;0.02; sat;0.18; sat;1.55; 1c71b61d; sat; 0.05;0.02; sat;0.01; sat;TO;TO;4.1; sat;0.02; sat;1.57; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_55.smt;0.02; sat;0.05; sat;0.28; sat;TO;TO;TO;TO;0.03; sat;0.96; sat;ERR;ERR;38.35; sat;0.07; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_56.smt;0.02; sat;0.02; sat;0.23; sat;1.52; 1c71b61d; sat; 0.06;0.06; sat;0.07; sat;TO;TO;7.32; sat;0.01; sat;1.59; c69385be; sat; 0.06
../formulae/woorpje/smt/01_track_57.smt;0.02; sat;0.01; sat;0.18; sat;1.55; 1c71b61d; sat; 0.04;0.0; sat;0.01; sat;4.11; sat;4.69; sat;0.01; sat;1.57; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_58.smt;0.02; sat;0.02; sat;0.37; sat;1.59; 1c71b61d; sat; 0.06;0.1; sat;3.69; sat;TO;TO;5.86; sat;0.07; sat;1.65; c69385be; sat; 0.06
../formulae/woorpje/smt/01_track_59.smt;0.02; sat;0.03; sat;0.19; sat;1.57; 1c71b61d; sat; 0.05;0.02; sat;0.01; sat;31.3; sat;7.93; sat;0.02; sat;1.6; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_6.smt;0.05; sat;0.1; sat;0.33; unsat;TO;TO;TO;TO;0.01; sat;0.6; sat;ERR;ERR;7.62; sat;1.36; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_60.smt;0.02; sat;0.06; sat;0.19; unsat;TO;TO;TO;TO;0.01; sat;0.05; sat;21.3; sat;3.88; sat;0.01; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_61.smt;0.02; sat;0.01; sat;0.26; sat;3.55; 1c71b61d; sat; 2.11;0.01; sat;0.01; sat;TO;TO;3.99; sat;0.01; sat;3.6; c69385be; sat; 2.19
../formulae/woorpje/smt/01_track_62.smt;0.01; sat;0.01; sat;1.35; sat;1.51; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;8.95; sat;2.06; sat;0.01; sat;1.52; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_63.smt;0.02; sat;0.02; sat;0.44; sat;1.53; 1c71b61d; sat; 0.06;0.06; sat;10.21; sat;TO;TO;4.7; sat;0.08; sat;1.59; c69385be; sat; 0.06
../formulae/woorpje/smt/01_track_64.smt;0.02; sat;0.06; sat;0.17; sat;TO;TO;TO;TO;1.21; sat;0.2; sat;3.72; sat;5.83; sat;0.02; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_65.smt;0.02; sat;0.02; sat;0.25; sat;1.54; 1c71b61d; sat; 0.05;0.18; sat;0.23; sat;TO;TO;5.47; sat;0.01; sat;1.59; c69385be; sat; 0.06
../formulae/woorpje/smt/01_track_66.smt;0.01; sat;0.02; sat;0.19; sat;1.51; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;12.19; sat;6.8; sat;0.0; sat;1.58; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_67.smt;0.02; sat;0.02; sat;0.57; sat;1.57; 1c71b61d; sat; 0.07;0.11; sat;0.09; sat;TO;TO;7.57; sat;0.04; sat;1.58; c69385be; sat; 0.07
../formulae/woorpje/smt/01_track_68.smt;0.02; sat;0.01; sat;0.18; sat;1.52; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;5.69; sat;5.3; sat;0.01; sat;1.56; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_69.smt;0.03; sat;0.1; sat;0.31; unsat;TO;TO;TO;TO;0.03; sat;0.36; sat;7.06; OOM;11.9; sat;0.11; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_7.smt;0.02; sat;0.02; sat;0.84; sat;1.54; 1c71b61d; sat; 0.05;0.01; sat;8.64; sat;TO;TO;4.05; sat;0.09; sat;1.58; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_70.smt;0.03; sat;0.01; sat;0.21; sat;4.2; 1c71b61d; sat; 2.74;0.02; sat;0.05; sat;TO;TO;8.75; sat;0.01; sat;4.22; c69385be; sat; 2.74
../formulae/woorpje/smt/01_track_71.smt;0.04; sat;0.11; sat;0.18; sat;19.79; 1c71b61d; sat; 18.55;0.07; sat;0.19; sat;2.58; sat;3.26; sat;0.01; sat;21.37; c69385be; sat; 20.21
../formulae/woorpje/smt/01_track_72.smt;0.02; sat;0.02; sat;0.21; sat;1.52; 1c71b61d; sat; 0.06;0.07; sat;0.02; sat;7.31; sat;3.84; sat;0.01; sat;3.11; c69385be; sat; 1.63
../formulae/woorpje/smt/01_track_73.smt;0.01; sat;0.01; sat;0.18; sat;1.52; 1c71b61d; sat; 0.05;0.01; sat;0.01; sat;TO;TO;5.35; sat;0.01; sat;1.54; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_74.smt;0.02; sat;0.02; sat;0.49; sat;1.59; 1c71b61d; sat; 0.09;0.01; sat;TO;TO;TO;TO;11.49; sat;0.08; sat;1.59; c69385be; sat; 0.08
../formulae/woorpje/smt/01_track_75.smt;0.02; sat;0.0; sat;0.36; sat;7.28; 1c71b61d; sat; 5.76;0.01; sat;0.01; sat;TO;TO;5.57; sat;0.0; sat;7.38; c69385be; sat; 5.94
../formulae/woorpje/smt/01_track_76.smt;0.02; sat;0.01; sat;0.2; sat;1.54; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;2.14; sat;2.97; sat;0.0; sat;1.52; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_77.smt;0.03; sat;0.09; sat;0.25; sat;TO;TO;TO;TO;0.01; sat;0.96; sat;TO;TO;6.28; sat;0.03; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_78.smt;0.01; sat;0.0; sat;0.53; sat;1.55; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;4.91; sat;2.09; sat;0.01; sat;1.59; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_79.smt;0.02; sat;0.01; sat;0.2; sat;1.59; 1c71b61d; sat; 0.05;0.01; sat;0.01; sat;TO;TO;10.47; sat;0.01; sat;1.57; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_8.smt;0.02; sat;0.03; sat;0.2; sat;31.75; 1c71b61d; sat; 30.75;0.07; sat;0.01; sat;TO;TO;4.15; sat;0.03; sat;33.14; c69385be; sat; 32.13
../formulae/woorpje/smt/01_track_80.smt;0.02; sat;0.03; sat;ERR;ERR;2.09; 1c71b61d; sat; 0.57;0.02; sat;0.01; sat;2.41; sat;3.22; sat;0.0; sat;2.04; c69385be; sat; 0.56
../formulae/woorpje/smt/01_track_81.smt;0.02; sat;0.02; sat;0.21; sat;1.52; 1c71b61d; sat; 0.04;0.02; sat;0.0; sat;6.49; sat;4.17; sat;0.01; sat;1.58; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_82.smt;TO;TO;TO;TO;0.19; sat;TO;TO;TO;TO;0.04; sat;0.8; sat;TO;TO;7.94; sat;0.25; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_83.smt;0.02; sat;0.01; sat;0.19; sat;1.55; 1c71b61d; sat; 0.03;0.0; sat;0.01; sat;1.91; sat;2.0; sat;0.0; sat;1.58; c69385be; sat; 0.03
../formulae/woorpje/smt/01_track_84.smt;0.02; sat;0.02; sat;0.22; sat;1.51; 1c71b61d; sat; 0.04;0.03; sat;0.13; sat;10.35; sat;5.16; sat;0.01; sat;1.56; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_85.smt;0.02; sat;0.01; sat;0.19; sat;TO;TO;TO;TO;0.01; sat;0.01; sat;3.73; sat;3.63; sat;0.01; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_86.smt;0.02; sat;0.01; sat;0.23; sat;1.48; 1c71b61d; sat; 0.04;0.0; sat;0.01; sat;4.52; sat;3.79; sat;0.01; sat;1.54; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_87.smt;0.03; sat;0.03; sat;0.28; sat;1.58; 1c71b61d; sat; 0.05;0.01; sat;0.54; sat;TO;TO;6.35; sat;0.01; sat;1.51; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_88.smt;0.02; sat;0.02; sat;0.35; sat;1.5; 1c71b61d; sat; 0.05;0.06; sat;0.03; sat;12.17; sat;4.08; sat;0.01; sat;1.57; c69385be; sat; 0.06
../formulae/woorpje/smt/01_track_89.smt;0.02; sat;0.01; sat;0.24; sat;1.53; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;2.75; sat;2.13; sat;0.01; sat;1.57; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_9.smt;0.02; sat;0.02; sat;0.64; sat;1.55; 1c71b61d; sat; 0.05;0.01; sat;0.28; sat;31.4; sat;5.42; sat;0.02; sat;1.58; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_90.smt;0.02; sat;0.01; sat;0.38; sat;1.59; 1c71b61d; sat; 0.05;0.01; sat;0.01; sat;TO;TO;6.16; sat;0.01; sat;1.57; c69385be; sat; 0.06
../formulae/woorpje/smt/01_track_91.smt;0.01; sat;0.01; sat;0.17; sat;1.53; 1c71b61d; sat; 0.05;0.01; sat;0.0; sat;TO;TO;8.78; sat;0.01; sat;1.56; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_92.smt;0.02; sat;0.0; sat;0.2; sat;1.57; 1c71b61d; sat; 0.05;0.01; sat;0.01; sat;TO;TO;6.83; sat;0.0; sat;1.61; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_93.smt;0.02; sat;0.01; sat;0.32; sat;TO;TO;TO;TO;0.01; sat;0.0; sat;TO;TO;9.22; sat;0.01; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_94.smt;0.02; sat;0.01; sat;3.56; sat;1.56; 1c71b61d; sat; 0.08;0.02; sat;0.01; sat;TO;TO;2.25; sat;0.01; sat;1.59; c69385be; sat; 0.08
../formulae/woorpje/smt/01_track_95.smt;0.02; sat;0.02; sat;0.21; sat;1.66; 1c71b61d; sat; 0.17;0.02; sat;0.05; sat;TO;TO;12.11; sat;0.01; sat;1.68; c69385be; sat; 0.17
../formulae/woorpje/smt/01_track_96.smt;0.03; sat;0.02; sat;0.21; sat;1.55; 1c71b61d; sat; 0.06;0.02; sat;0.01; sat;4.61; sat;5.42; sat;0.02; sat;1.61; c69385be; sat; 0.1
../formulae/woorpje/smt/01_track_97.smt;0.02; sat;0.01; sat;0.22; sat;1.54; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;4.74; sat;3.16; sat;0.01; sat;1.51; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_98.smt;0.02; sat;0.01; sat;0.23; sat;1.56; 1c71b61d; sat; 0.07;0.02; sat;0.01; sat;TO;TO;20.84; sat;0.03; sat;1.59; c69385be; sat; 0.07
../formulae/woorpje/smt/01_track_99.smt;0.02; sat;0.01; sat;0.3; sat;1.57; 1c71b61d; sat; 0.05;0.01; sat;0.02; sat;10.43; sat;5.26; sat;0.01; sat;1.54; c69385be; sat; 0.05
../formulae/woorpje/smt/02_track_1.smt;TO;TO;TO;TO;0.16; sat;TO;TO;TO;TO;0.6; sat;0.46; sat;4.86; sat;8.39; sat;0.06; sat;TO;TO;TO;TO
../formulae/woorpje/smt/02_track_2.smt;TO;TO;TO;TO;0.17; sat;TO;TO;TO;TO;TO;TO;TO;TO;14.61; sat;TO;TO;4.72; sat;TO;TO;TO;TO
../formulae/woorpje/smt/02_track_3.smt;TO;TO;TO;TO;0.18; sat;TO;TO;TO;TO;TO;TO;TO;TO;25.4; sat;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/woorpje/smt/02_track_4.smt;TO;TO;TO;TO;0.18; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/woorpje/smt/02_track_5.smt;TO;TO;TO;TO;0.19; sat;TO;TO;TO;TO;0.11; sat;0.04; sat;3.34; sat;5.36; sat;0.01; sat;TO;TO;TO;TO
../formulae/woorpje/smt/02_track_6.smt;TO;TO;TO;TO;0.21; sat;TO;TO;TO;TO;TO;TO;23.49; sat;9.6; sat;28.83; sat;0.78; sat;TO;TO;TO;TO
../formulae/woorpje/smt/02_track_7.smt;TO;TO;TO;TO;0.2; sat;TO;TO;TO;TO;TO;TO;TO;TO;42.73; sat;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/woorpje/smt/02_track_8.smt;0.03; sat;0.04; sat;0.19; sat;1.65; 1c71b61d; sat; 0.12;0.02; sat;0.02; sat;2.67; sat;2.74; sat;0.01; sat;1.74; c69385be; sat; 0.25
../formulae/woorpje/smt/02_track_9.smt;TO;TO;TO;TO;0.19; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/woorpje/smt/03_track_1.smt;0.01; unsat;0.01; unsat;0.19; unsat;1.58; 1c71b61d; unsat; 0.08;0.01; unsat;0.01; unsat;TO;TO;3.0; unsat;TO;TO;1.61; c69385be; unsat; 0.08
../formulae/woorpje/smt/03_track_10.smt;0.02; unsat;0.01; unsat;0.2; sat;1.55; 1c71b61d; unsat; 0.06;0.01; unsat;0.01; unsat;5.13; sat;2.66; unsat;TO;TO;1.53; c69385be; unsat; 0.06
../formulae/woorpje/smt/03_track_100.smt;0.02; sat;0.04; sat;0.21; sat;1.57; 1c71b61d; sat; 0.08;0.03; sat;0.03; sat;2.6; sat;3.22; sat;0.0; sat;1.6; c69385be; sat; 0.08
../formulae/woorpje/smt/03_track_101.smt;0.02; sat;0.04; sat;0.2; sat;TO;TO;TO;TO;0.02; sat;0.01; sat;2.63; sat;3.48; sat;0.01; sat;TO;TO;TO;TO
../formulae/woorpje/smt/03_track_102.smt;0.01; sat;0.04; sat;0.2; sat;1.56; 1c71b61d; sat; 0.1;0.03; sat;0.02; sat;2.75; sat;3.1; sat;0.01; sat;2.13; c69385be; sat; 0.66
../formulae/woorpje/smt/03_track_103.smt;0.02; sat;0.02; sat;0.18; unsat;1.62; 1c71b61d; sat; 0.13;0.01; sat;0.01; sat;2.74; sat;2.3; sat;0.0; sat;1.68; c69385be; sat; 0.13
../formulae/woorpje/smt/03_track_104.smt;0.02; sat;0.02; sat;0.18; sat;1.55; 1c71b61d; sat; 0.05;0.01; sat;0.02; sat;2.11; sat;2.17; sat;0.0; sat;1.64; c69385be; sat; 0.05
../formulae/woorpje/smt/03_track_105.smt;0.01; sat;0.02; sat;0.2; sat;1.54; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;2.09; sat;2.14; sat;0.0; sat;1.56; c69385be; sat; 0.05
../formulae/woorpje/smt/03_track_106.smt;0.01; sat;0.02; sat;0.2; sat;1.59; 1c71b61d; sat; 0.04;0.02; sat;0.02; sat;2.06; sat;2.16; sat;0.0; sat;1.6; c69385be; sat; 0.05
../formulae/woorpje/smt/03_track_107.smt;0.02; sat;0.03; sat;0.2; sat;1.58; 1c71b61d; sat; 0.08;0.1; sat;0.01; sat;2.58; sat;3.32; sat;0.01; sat;1.57; c69385be; sat; 0.08
../formulae/woorpje/smt/03_track_108.smt;0.02; sat;0.03; sat;0.22; sat;1.63; 1c71b61d; sat; 0.08;0.03; sat;0.01; sat;2.56; sat;2.77; sat;0.01; sat;1.59; c69385be; sat; 0.08
../formulae/woorpje/smt/03_track_109.smt;0.03; sat;0.1; sat;0.19; sat;TO;TO;TO;TO;0.02; sat;0.19; sat;3.79; sat;TO;TO;0.01; sat;TO;TO;TO;TO
../formulae/woorpje/smt/03_track_11.smt;0.0; unsat;0.01; unsat;0.2; sat;1.52; 1c71b61d; unsat; 0.03;0.01; unsat;0.01; unsat;2.17; sat;1.85; unsat;ERR;ERR;1.59; c69385be; unsat; 0.03
../formulae/woorpje/smt/03_track_110.smt;0.05; sat;TO;TO;0.17; sat;6.18; 1c71b61d; sat; 4.64;0.01; sat;0.01; sat;2.68; sat;3.09; sat;0.01; sat;2.94; c69385be; sat; 1.5
../formulae/woorpje/smt/03_track_111.smt;0.01; sat;0.04; sat;0.19; sat;1.58; 1c71b61d; sat; 0.09;0.05; sat;0.06; sat;2.57; sat;3.38; sat;0.01; sat;1.62; c69385be; sat; 0.09
../formulae/woorpje/smt/03_track_112.smt;0.01; sat;0.11; sat;ERR;ERR;4.25; 1c71b61d; sat; 2.84;0.03; sat;0.02; sat;6.67; sat;3.02; sat;0.01; sat;TO;TO;TO;TO
../formulae/woorpje/smt/03_track_113.smt;0.03; sat;0.11; sat;0.22; sat;TO;TO;TO;TO;0.02; sat;0.02; sat;4.37; sat;TO;TO;0.01; sat;TO;TO;TO;TO
../formulae/woorpje/smt/03_track_114.smt;0.01; sat;0.04; sat;0.19; sat;2.16; 1c71b61d; sat; 0.66;0.02; sat;0.02; sat;2.73; sat;2.88; sat;0.01; sat;2.15; c69385be; sat; 0.63
../formulae/woorpje/smt/03_track_115.smt;0.02; sat;0.1; sat;0.21; sat;36.59; 1c71b61d; sat; 35.42;0.05; sat;0.02; sat;4.4; sat;3.88; sat;0.01; sat;37.21; c69385be; sat; 36.0
../formulae/woorpje/smt/03_track_116.smt;0.02; sat;0.09; sat;0.21; sat;39.1; 1c71b61d; sat; 38.11;0.03; sat;1.79; sat;4.82; sat;3.8; sat;0.01; sat;37.43; c69385be; sat; 36.29
../formulae/woorpje/smt/03_track_117.smt;0.02; sat;0.13; sat;0.18; sat;TO;TO;TO;TO;0.14; sat;0.05; sat;8.54; sat;4.01; sat;0.01; sat;TO;TO;TO;TO
../formulae/woorpje/smt/03_track_118.smt;0.02; sat;0.14; sat;0.19; sat;TO;TO;TO;TO;0.85; sat;0.01; sat;5.49; sat;3.28; sat;0.02; sat;TO;TO;TO;TO
../formulae/woorpje/smt/03_track_119.smt;0.03; sat;0.11; sat;0.19; sat;TO;TO;TO;TO;0.03; sat;0.01; sat;5.36; sat;4.85; sat;0.01; sat;TO;TO;TO;TO
../formulae/woorpje/smt/03_track_12.smt;0.01; unsat;0.0; unsat;0.19; unsat;1.51; 1c71b61d; unsat; 0.03;0.01; unsat;0.0; unsat;2.77; unsat;2.02; unsat;ERR;ERR;1.54; c69385be; unsat; 0.04
../formulae/woorpje/smt/03_track_120.smt;0.02; sat;0.04; sat;0.2; sat;2.48; 1c71b61d; sat; 1.04;0.02; sat;0.03; sat;2.56; sat;2.85; sat;0.01; sat;2.55; c69385be; sat; 1.04
../formulae/woorpje/smt/03_track_121.smt;0.29; sat;0.35; sat;0.21; sat;TO;TO;TO;TO;0.02; sat;0.04; sat;6.39; sat;TO;TO;0.01; sat;TO;TO;TO;TO
../formulae/woorpje/smt/03_track_122.smt;0.03; sat;0.16; sat;0.19; sat;TO;TO;TO;TO;0.03; sat;0.09; sat;16.44; sat;14.27; sat;0.02; sat;TO;TO;TO;TO
../formulae/woorpje/smt/03_track_123.smt;0.03; sat;0.25; sat;0.2; sat;TO;TO;TO;TO;0.02; sat;0.02; sat;12.03; sat;5.54; sat;0.03; sat;TO;TO;TO;TO
../formulae/woorpje/smt/03_track_124.smt;0.02; sat;0.06; sat;0.21; sat;TO;TO;TO;TO;0.02; sat;0.02; sat;3.53; sat;TO;TO;0.02; sat;TO;TO;TO;TO
../formulae/woorpje/smt/03_track_125.smt;0.03; sat;0.15; sat;0.23; sat;TO;TO;TO;TO;0.02; sat;0.22; sat;8.23; sat;TO;TO;0.01; sat;TO;TO;TO;TO
../formulae/woorpje/smt/03_track_126.smt;0.02; sat;0.02; sat;0.2; sat;1.57; 1c71b61d; sat; 0.05;0.02; sat;0.02; sat;2.04; sat;2.11; sat;0.01; sat;1.55; c69385be; sat; 0.05
../formulae/woorpje/smt/03_track_127.smt;0.02; sat;0.02; sat;0.19; sat;1.59; 1c71b61d; sat; 0.04;0.02; sat;0.02; sat;2.09; sat;2.19; sat;0.01; sat;1.57; c69385be; sat; 0.05
../formulae/woorpje/smt/03_track_128.smt;0.02; sat;0.03; sat;0.19; sat;1.61; 1c71b61d; sat; 0.13;0.03; sat;0.04; sat;2.53; sat;3.66; sat;0.01; sat;1.65; c69385be; sat; 0.13
../formulae/woorpje/smt/03_track_129.smt;0.02; sat;0.06; sat;0.2; sat;2.78; 1c71b61d; sat; 1.33;TO;TO;0.02; sat;3.82; sat;3.55; sat;0.01; sat;2.8; c69385be; sat; 1.31
../formulae/woorpje/smt/03_track_13.smt;0.0; unsat;0.01; unsat;0.2; sat;1.53; 1c71b61d; unsat; 0.05;0.01; unsat;0.01; unsat;2.78; unsat;2.09; unsat;TO;TO;1.53; c69385be; unsat; 0.05
